"id","code","name","active"
"hr_profession_2144_11","2144 11","Lokomotīves dzinēju INŽENIERIS",0
"hr_profession_2144_13","2144 13","Kuģu būves INŽENIERIS",0
"hr_profession_2144_14","2144 14","Mehānikas INŽENIERIS",0
"hr_profession_2144_15","2144 15","Aeronautikas/ mehānikas INŽENIERIS",0
"hr_profession_2144_16","2144 16","Lauksaimniecības/ mehānikas INŽENIERIS",0
"hr_profession_2144_17","2144 17","Gaisa kondicionēšanas/ mehānikas INŽENIERIS",0
"hr_profession_2144_18","2144 18","Pašgājējmehānismu/ mehānikas INŽENIERIS",0
"hr_profession_2144_19","2144 19","Dīzeļu/ mehānikas INŽENIERIS",0
"hr_profession_2144_20","2144 20","Gāzes turbīnu/ mehānikas INŽENIERIS",0
"hr_profession_2144_21","2144 21","Apsildes, ventilācijas un saldēšanas/ mehānikas INŽENIERIS",0
"hr_profession_2144_22","2144 22","Rūpniecisko mašīnu un darbarīku/ mehānikas INŽENIERIS",0
"hr_profession_2144_23","2144 23","Instrumentu/ mehānikas INŽENIERIS",0
"hr_profession_2144_24","2144 24","Sauszemes motoru un mašīnu/ mehānikas INŽENIERIS",0
"hr_profession_2144_25","2144 25","Ostas mehānismu/ mehānikas INŽENIERIS",0
"hr_profession_2144_26","2144 26","Kodolenerģētikas/ mehānikas INŽENIERIS",0
"hr_profession_2144_27","2144 27","Saldēšanas iekārtu/ mehānikas INŽENIERIS",0
"hr_profession_2144_29","2144 29","Mehānikas TEHNOLOGS",0
"hr_profession_2144_30","2144 30","Metināšanas TEHNOLOGS",0
"hr_profession_2144_31","2144 31","Aprīkojuma INŽENIERIS",0
"hr_profession_2144_32","2144 32","Mehānikas KONSTRUKTORS",0
"hr_profession_2144_33","2144 33","Siltumenerģijas/ pārvades un sadales INŽENIERIS",0
"hr_profession_2144_34","2144 34","Medicīnas iekārtu INŽENIERIS",0
"hr_profession_2144_35","2144 35","Dzelzceļa lokomotīvju/ remonta INŽENIERIS",0
"hr_profession_2144_36","2144 36","Vagonu/ remonta INŽENIERIS",0
"hr_profession_2144_37","2144 37","Medicīnas fizikālo tehnoloģiju INŽENIERIS",0
"hr_profession_2144_38","2144 38","Mehatronikas INŽENIERIS",0
"hr_profession_2144_39","2144 39","Siltumenerģētikas INŽENIERIS",0
"hr_profession_2144_41","2144 41","Siltumsistēmu ekspluatācijas INŽENIERIS",0
"hr_profession_2144_42","2144 42","Siltumiekārtu ekspluatācijas INŽENIERIS",0
"hr_profession_2144_43","2144 43","Siltumenerģijas un siltumtehnikas INŽENIERIS",0
"hr_profession_2144_44","2144 44","Gaisa kuģu tehniskās apkopes mehānikas INŽENIERIS",0
"hr_profession_2144_45","2144 45","Transportsistēmu INŽENIERIS",0
"hr_profession_2144_46","2144 46","Kuģu mehānikas INŽENIERIS",0
"hr_profession_2144_47","2144 47","Mašīnu un aparātu būves INŽENIERIS",0
"hr_profession_2144_48","2144 48","Siltumtehnisko iekārtu INŽENIERIS",0
"hr_profession_2144_49","2144 49","Mašīnu un aparātu būves TEHNOLOGS",0
"hr_profession_2144_50","2144 50","Rūpniecisko iekārtu un rīku INŽENIERIS",0
"hr_profession_2144_51","2144 51","MEHĀNIĶIS (inženieris)",0
"hr_profession_2144_52","2144 52","Gaisa kuģu lidojumderīguma uzturēšanas mehānikas INŽENIERIS",0
"hr_profession_2144_53","2144 53","Hidraulikas INŽENIERIS",0
"hr_profession_2145_01","2145 01","Ķīmijas INŽENIERIS",0
"hr_profession_2145_02","2145 02","Ķīmisko procesu INŽENIERIS",0
"hr_profession_2145_03","2145 03","Naftas un dabasgāzes/ ķīmijas INŽENIERIS",0
"hr_profession_2145_04","2145 04","Dabasgāzes ieguves un sadales/ ķīmijas INŽENIERIS",0
"hr_profession_2145_05","2145 05","Naftas INŽENIERIS",0
"hr_profession_2145_06","2145 06","Raudzēšanas TEHNOLOGS",0
"hr_profession_2145_07","2145 07","Ķīmisko procesu TEHNOLOGS (inženieris)",0
"hr_profession_2145_08","2145 08","Ķīmijas TEHNOLOGS",0
"hr_profession_2145_10","2145 10","Pārtikas un dzērienu TEHNOLOGS",0
"hr_profession_2145_11","2145 11","Degvielas TEHNOLOGS",0
"hr_profession_2145_12","2145 12","Krāsu TEHNOLOGS",0
"hr_profession_2145_13","2145 13","Papīra TEHNOLOGS",0
"hr_profession_2145_14","2145 14","Plastmasas TEHNOLOGS",0
"hr_profession_2145_15","2145 15","Polimēru TEHNOLOGS",0
"hr_profession_2145_16","2145 16","Gumijas TEHNOLOGS",0
"hr_profession_2145_18","2145 18","Plastmasas INŽENIERIS",0
"hr_profession_2145_19","2145 19","Farmācijas TEHNOLOGS",0
"hr_profession_2145_20","2145 20","Ķīmisko procesu TEHNOLOGS",0
"hr_profession_2145_21","2145 21","Suņu un kaķu barības ražošanas TEHNOLOGS",0
"hr_profession_2146_01","2146 01","Iežguves INŽENIERIS",0
"hr_profession_2146_02","2146 02","Metalurģijas INŽENIERIS",0
"hr_profession_2146_03","2146 03","Iežguves ĢEODĒZISTS",0
"hr_profession_2146_04","2146 04","Raudzes/ proves NOTEICĒJS",0
"hr_profession_2146_05","2146 05","Ieguves METALURGS",0
"hr_profession_2146_06","2146 06","Lietuves METALURGS",0
"hr_profession_2146_07","2146 07","Fizikālo procesu METALURGS",0
"hr_profession_2146_08","2146 08","Radioaktīvo minerālu METALURGS",0
"hr_profession_2146_09","2146 09","METALURGS (analītiķis)",0
"hr_profession_2146_10","2146 10","Ieguves TEHNOLOGS",0
"hr_profession_2146_11","2146 11","Velmju KALIBRĒTĀJS",0
"hr_profession_2149_02","2149 02","Sistēmu (izņemot skaitļotāju) ANALĪTIĶIS",0
"hr_profession_2149_04","2149 04","Cenu veidošanas INŽENIERIS",0
"hr_profession_2149_05","2149 05","Plānošanas INŽENIERIS",0
"hr_profession_2149_06","2149 06","Sistēmu (izņemot skaitļotāju) INŽENIERIS",0
"hr_profession_2149_07","2149 07","Laika un kustības pētījumu INŽENIERIS",0
"hr_profession_2149_08","2149 08","Zinātniski tehniskās informācijas INŽENIERIS",0
"hr_profession_2149_09","2149 09","Patentu un izgudrojumu INŽENIERIS",0
"hr_profession_2149_10","2149 10","Personāla sagatavošanas INŽENIERIS",0
"hr_profession_2149_11","2149 11","Standartizācijas INŽENIERIS",0
"hr_profession_2149_12","2149 12","Energotīklu DISPEČERS",0
"hr_profession_2149_13","2149 13","Kurināmā sagādes un sadales DISPEČERS",0
"hr_profession_2149_14","2149 14","Energosistēmu INŽENIERIS/ EnergoPĀRVALDNIEKS",0
"hr_profession_2149_15","2149 15","Kvalitātes INŽENIERIS",0
"hr_profession_2149_16","2149 16","Meža TEHNOLOGS",0
"hr_profession_2149_17","2149 17","Iekārtu ekspluatācijas INŽENIERIS",0
"hr_profession_2149_18","2149 18","Dzelzceļa ekspluatācijas INŽENIERIS",0
"hr_profession_2149_19","2149 19","Metroloģijas INŽENIERIS",0
"hr_profession_2149_21","2149 21","Sertifikācijas INŽENIERIS",0
"hr_profession_2149_22","2149 22","KomunālINŽENIERIS",0
"hr_profession_2149_24","2149 24","Mežsaimniecības INŽENIERIS",0
"hr_profession_2149_25","2149 25","Mežsaimniecības TEHNOLOGS",0
"hr_profession_2149_26","2149 26","Ūdens un atkritumsaimniecības SPECIĀLISTS",0
"hr_profession_2149_27","2149 27","Dzelzceļa transporta INŽENIERIS",0
"hr_profession_2149_28","2149 28","Automobiļu transporta INŽENIERIS",0
"hr_profession_2149_29","2149 29","Kuģu vadīšanas INŽENIERIS",0
"hr_profession_2149_30","2149 30","Ēku ekspluatācijas un aprīkojuma nodrošinājuma INŽENIERIS",0
"hr_profession_2149_31","2149 31","Darba NORMĒTĀJS",0
"hr_profession_2149_32","2149 32","Tāmju INŽENIERIS",0
"hr_profession_2149_34","2149 34","PARFIMĒRS",0
"hr_profession_2149_35","2149 35","Darba aizsardzības INŽENIERIS",0
"hr_profession_2149_36","2149 36","INŽENIERINSPEKTORS",0
"hr_profession_2149_37","2149 37","INŽENIERKONTROLIERIS",0
"hr_profession_2149_38","2149 38","Ugunsdrošības INŽENIERIS",0
"hr_profession_2149_39","2149 39","Civilās aizsardzības INŽENIERIS",0
"hr_profession_2149_40","2149 40","Ugunsdrošības un civilās aizsardzības INŽENIERIS",0
"hr_profession_2149_42","2149 42","Galvenais INŽENIERIS",0
"hr_profession_2149_43","2149 43","Posma INŽENIERIS",0
"hr_profession_2149_45","2149 45","Aviācijas nelaimes gadījumu un incidentu vecākais IZMEKLĒTĀJS",0
"hr_profession_2149_46","2149 46","Aviācijas nelaimes gadījumu un incidentu IZMEKLĒTĀJS",0
"hr_profession_2149_47","2149 47","Dzelzceļa avāriju vecākais IZMEKLĒTĀJS",0
"hr_profession_2149_48","2149 48","Dzelzceļa avāriju IZMEKLĒTĀJS",0
"hr_profession_2149_49","2149 49","Jūras negadījumu vecākais IZMEKLĒTĀJS",0
"hr_profession_2149_50","2149 50","Jūras negadījumu IZMEKLĒTĀJS",0
"hr_profession_2149_51","2149 51","Ēku sistēmu INŽENIERIS",0
"hr_profession_2149_52","2149 52","Sistēmu vadības INŽENIERIS",0
"hr_profession_2149_53","2149 53","Transportlīdzekļu vadītāju kvalifikācijas SPECIĀLISTS",0
"hr_profession_2149_54","2149 54","Mežkopības INŽENIERIS",0
"hr_profession_2149_55","2149 55","Mežizstrādes INŽENIERIS",0
"hr_profession_2149_56","2149 56","Aeronavigācijas informācijas publikāciju SPECIĀLISTS",0
"hr_profession_2151_01","2151 01","ElektroINŽENIERIS",0
"hr_profession_2151_02","2151 02","Elektroapgaismes INŽENIERIS",0
"hr_profession_2151_03","2151 03","Elektrisko sistēmu INŽENIERIS",0
"hr_profession_2151_04","2151 04","Elektroenerģijas sadales elektroINŽENIERIS",0
"hr_profession_2151_05","2151 05","Ģeneratoru elektroINŽENIERIS",0
"hr_profession_2151_06","2151 06","Elektroenerģijas pārvades elektroINŽENIERIS",0
"hr_profession_2151_07","2151 07","Elektrovilkmes elektroINŽENIERIS",0
"hr_profession_2151_08","2151 08","Elektromehānisko iekārtu elektroINŽENIERIS",0
"hr_profession_2151_09","2151 09","Augstsprieguma elektroINŽENIERIS",0
"hr_profession_2151_10","2151 10","Releju aizsardzības un automātikas INŽENIERIS",0
"hr_profession_2151_11","2151 11","Elektrotehnisko iekārtu elektroINŽENIERIS",0
"hr_profession_2151_12","2151 12","Galvenais ENERĢĒTIĶIS",0
"hr_profession_2151_13","2151 13","Lauksaimniecības enerģētikas INŽENIERIS",0
"hr_profession_2151_14","2151 14","ENERĢĒTIĶIS",0
"hr_profession_2151_15","2151 15","Kuģu elektroautomātikas INŽENIERIS",0
"hr_profession_2151_16","2151 16","Elektroietaišu ekspluatācijas INŽENIERIS",0
"hr_profession_2151_19","2151 19","Apsardzes tehnisko sistēmu INŽENIERIS",0
"hr_profession_2151_20","2151 20","Dzelzceļa elektrosistēmu INŽENIERIS",0
"hr_profession_2152_01","2152 01","Elektronikas INŽENIERIS",0
"hr_profession_2152_02","2152 02","Skaitļotāju/ elektronikas INŽENIERIS",0
"hr_profession_2152_03","2152 03","Informācijas/ elektronikas INŽENIERIS",0
"hr_profession_2152_04","2152 04","Mērinstrumentu/ elektronikas INŽENIERIS",0
"hr_profession_2152_05","2152 05","Pusvadītāju/ elektronikas INŽENIERIS",0
"hr_profession_2152_06","2152 06","Elektronikas TEHNOLOGS",0
"hr_profession_2152_07","2152 07","Datortehnikas INŽENIERIS",0
"hr_profession_2152_08","2152 08","Gaisa kuģu tehniskās apkopes avionikas INŽENIERIS",0
"hr_profession_2152_09","2152 09","Radioelektronikas INŽENIERIS",0
"hr_profession_2152_10","2152 10","Gaisa kuģu lidojumderīguma uzturēšanas avionikas INŽENIERIS",0
"hr_profession_2153_01","2153 01","Telesakaru/ telekomunikāciju INŽENIERIS",0
"hr_profession_2153_02","2153 02","Kosmosa sakaru/ komunikāciju INŽENIERIS",0
"hr_profession_2153_04","2153 04","Radiosakaru INŽENIERIS",0
"hr_profession_2153_05","2153 05","Signālsistēmas sakaru/ komunikāciju INŽENIERIS",0
"hr_profession_2153_07","2153 07","Telefona sakaru/ komunikāciju INŽENIERIS",0
"hr_profession_2153_08","2153 08","Televīzijas sakaru/ komunikāciju INŽENIERIS",0
"hr_profession_2153_09","2153 09","Telesakaru/ telekomunikāciju TEHNOLOGS",0
"hr_profession_2153_10","2153 10","Telesakaru/ telekomunikāciju KONSTRUKTORS",0
"hr_profession_2153_11","2153 11","VideoINŽENIERIS",0
"hr_profession_2161_01","2161 01","ARHITEKTS",0
"hr_profession_2161_02","2161 02","ARHITEKTA PALĪGS",0
"hr_profession_2161_03","2161 03","Darba vides PĀRZINIS",0
"hr_profession_2162_01","2162 01","Ainavu ARHITEKTS",0
"hr_profession_2163_01","2163 01","Izstrādājumu PROJEKTĒTĀJS",0
"hr_profession_2163_02","2163 02","Mēbeļu DIZAINERS",0
"hr_profession_2163_03","2163 03","Modes DIZAINERS",0
"hr_profession_2163_04","2163 04","Produktu DIZAINERS",0
"hr_profession_2163_05","2163 05","Reklāmas DIZAINERS",0
"hr_profession_2163_06","2163 06","Teātra apavu MODELĒTĀJS",0
"hr_profession_2163_07","2163 07","Teātra kostīmu MODELĒTĀJS",0
"hr_profession_2163_08","2163 08","MODELĒTĀJS",0
"hr_profession_2163_09","2163 09","JuvelierMĀKSLINIEKS",0
"hr_profession_2163_10","2163 10","Teātra kostīmu MĀKSLINIEKS",0
"hr_profession_2163_11","2163 11","Apģērbu DIZAINERS",0
"hr_profession_2164_01","2164 01","Teritorijas PLĀNOTĀJS",0
"hr_profession_2164_02","2164 02","Satiksmes PLĀNOTĀJS",0
"hr_profession_2164_03","2164 03","Transporta/ tīklu INŽENIERIS",0
"hr_profession_2164_04","2164 04","Aeronavigācijas VADĪTĀJS",0
"hr_profession_2164_05","2164 05","Satiksmes organizācijas INŽENIERIS",0
"hr_profession_2164_06","2164 06","Sabiedriskā transporta ORGANIZATORS",0
"hr_profession_2164_07","2164 07","Maršrutu tīkla PLĀNOTĀJS",0
"hr_profession_2164_08","2164 08","Telpiskās attīstības PLĀNOTĀJS",0
"hr_profession_2164_09","2164 09","Attīstības plānošanas INŽENIERIS",0
"hr_profession_2165_01","2165 01","Kartogrāfijas INŽENIERIS",0
"hr_profession_2165_02","2165 02","Jūras ģeodēzijas INŽENIERIS",0
"hr_profession_2165_03","2165 03","Fotogrammetrijas INŽENIERIS",0
"hr_profession_2165_04","2165 04","Kadastra INŽENIERIS",0
"hr_profession_2165_05","2165 05","Ģeodēzijas INŽENIERIS",0
"hr_profession_2165_06","2165 06","Hidrogrāfijas INŽENIERIS",0
"hr_profession_2165_07","2165 07","Zemes ierīcības INŽENIERIS",0
"hr_profession_2165_08","2165 08","Aerofotogrāfijas INŽENIERIS",0
"hr_profession_2165_09","2165 09","Ģeoinformātikas INŽENIERIS",0
"hr_profession_2165_10","2165 10","MĒRNIEKS",0
"hr_profession_2166_02","2166 02","Interjera DIZAINERS",0
"hr_profession_2166_03","2166 03","Grafikas DIZAINERS",0
"hr_profession_2166_04","2166 04","Mājaslapu DIZAINERS",0
"hr_profession_2166_05","2166 05","DATORGRAFIĶIS",0
"hr_profession_2211_01","2211 01","ĀRSTS",0
"hr_profession_2211_02","2211 02","ĀRSTS STAŽIERIS",0
"hr_profession_2211_03","2211 03","Ģimenes/ vispārējās prakses ĀRSTS",0
"hr_profession_2211_04","2211 04","REZIDENTS (ģimenes (vispārējās prakses) ārsta specialitātē)",0
"hr_profession_2211_05","2211 05","Kuģa ĀRSTS",0
"hr_profession_2212_01","2212 01","ALERGOLOGS",0
"hr_profession_2212_02","2212 02","Bērnu ALERGOLOGS",0
"hr_profession_2212_03","2212 03","ALGOLOGS",0
"hr_profession_2212_04","2212 04","ANDROLOGS",0
"hr_profession_2212_05","2212 05","ANESTEZIOLOGS, REANIMATOLOGS",0
"hr_profession_2212_06","2212 06","Arodslimību ĀRSTS",0
"hr_profession_2212_07","2212 07","Arodveselības ĀRSTS",0
"hr_profession_2212_08","2212 08","Arodveselības un arodslimību ĀRSTS",0
"hr_profession_2212_09","2212 09","ĀRSTS CITOLOGS",0
"hr_profession_2212_10","2212 10","DIETOLOGS",0
"hr_profession_2212_100","2212 100","TRANSFUZIOLOGS",0
"hr_profession_2212_101","2212 101","TRAUMATOLOGS, ORTOPĒDS",0
"hr_profession_2212_102","2212 102","TRIHOLOGS",0
"hr_profession_2212_103","2212 103","UROLOGS",0
"hr_profession_2212_104","2212 104","INTERNISTS",0
"hr_profession_2212_105","2212 105","Veselības aprūpes ĀRSTS",0
"hr_profession_2212_106","2212 106","Manuālās medicīnas ĀRSTS",0
"hr_profession_2212_11","2212 11","ĀRSTS EKSPERTS",0
"hr_profession_2212_12","2212 12","ENDOKRINOLOGS",0
"hr_profession_2212_13","2212 13","ĀRSTS ENDOSKOPISTS gastrointestinālajā endoskopijā",0
"hr_profession_2212_14","2212 14","ĀRSTS klīniskais FARMAKOLOGS",0
"hr_profession_2212_15","2212 15","ĀRSTS klīniskais FIZIOLOGS",0
"hr_profession_2212_16","2212 16","Fizikālās medicīnas ĀRSTS",0
"hr_profession_2212_17","2212 17","Fizikālās un rehabilitācijas medicīnas ĀRSTS",0
"hr_profession_2212_18","2212 18","Kara medicīnas ĀRSTS",0
"hr_profession_2212_19","2212 19","ĀRSTS ĢENĒTIĶIS",0
"hr_profession_2212_20","2212 20","Hospitālās infekcijas kontroles ĀRSTS",0
"hr_profession_2212_21","2212 21","ĀRSTS IMUNOLOGS",0
"hr_profession_2212_22","2212 22","Intensīvās terapijas ĀRSTS",0
"hr_profession_2212_23","2212 23","Katastrofu medicīnas ĀRSTS",0
"hr_profession_2212_24","2212 24","Laboratorijas ĀRSTS",0
"hr_profession_2212_25","2212 25","ĀRSTS klīniskais MIKROBIOLOGS",0
"hr_profession_2212_26","2212 26","ĀRSTS MIKROBIOLOGS",0
"hr_profession_2212_27","2212 27","Mikrobioloģijas ĀRSTS",0
"hr_profession_2212_28","2212 28","Neatliekamās medicīnas ĀRSTS",0
"hr_profession_2212_29","2212 29","Neatliekamās palīdzības ĀRSTS",0
"hr_profession_2212_30","2212 30","ĀRSTS PARAZITOLOGS",0
"hr_profession_2212_31","2212 31","ĀRSTS PATOLOGS",0
"hr_profession_2212_32","2212 32","ĀRSTS paliatīvās aprūpes SPECIĀLISTS",0
"hr_profession_2212_33","2212 33","ĀRSTS PERFUZIONISTS",0
"hr_profession_2212_34","2212 34","ProtēžORTOPĒDS",0
"hr_profession_2212_35","2212 35","Sociālās apdrošināšanas ĀRSTS",0
"hr_profession_2212_36","2212 36","Sporta ĀRSTS",0
"hr_profession_2212_37","2212 37","DERMATOLOGS, VENEROLOGS",0
"hr_profession_2212_38","2212 38","Bērnu ENDOKRINOLOGS",0
"hr_profession_2212_39","2212 39","Tiesu medicīnas EKSPERTS",0
"hr_profession_2212_40","2212 40","Tiesu psihiatrijas EKSPERTS",0
"hr_profession_2212_41","2212 41","FLEBOLOGS",0
"hr_profession_2212_42","2212 42","FONIATRS",0
"hr_profession_2212_43","2212 43","FTIZIOPNEIMONOLOGS",0
"hr_profession_2212_44","2212 44","GASTROENTEROLOGS",0
"hr_profession_2212_45","2212 45","Bērnu GASTROENTEROLOGS",0
"hr_profession_2212_46","2212 46","GERIATRS",0
"hr_profession_2212_47","2212 47","GINEKOLOGS, dzemdību speciālists",0
"hr_profession_2212_48","2212 48","Bērnu GINEKOLOGS",0
"hr_profession_2212_49","2212 49","Onkoloģijas GINEKOLOGS",0
"hr_profession_2212_50","2212 50","HEMATOLOGS",0
"hr_profession_2212_51","2212 51","HEPATOLOGS",0
"hr_profession_2212_52","2212 52","Bērnu HEMATOONKOLOGS",0
"hr_profession_2212_53","2212 53","HipnoTERAPEITS",0
"hr_profession_2212_54","2212 54","INFEKTOLOGS",0
"hr_profession_2212_55","2212 55","Bērnu INFEKTOLOGS",0
"hr_profession_2212_56","2212 56","KARDIOLOGS",0
"hr_profession_2212_57","2212 57","Bērnu KARDIOLOGS",0
"hr_profession_2212_58","2212 58","KOMBUSTIOLOGS",0
"hr_profession_2212_59","2212 59","KOSMETOLOGS",0
"hr_profession_2212_60","2212 60","BALNEOLOGS KURORTOLOGS",0
"hr_profession_2212_61","2212 61","ĶIRURGS",0
"hr_profession_2212_62","2212 62","Ambulatorais ĶIRURGS",0
"hr_profession_2212_63","2212 63","Asinsvadu ĶIRURGS",0
"hr_profession_2212_64","2212 64","Bērnu ĶIRURGS",0
"hr_profession_2212_65","2212 65","Endovazālais ĶIRURGS",0
"hr_profession_2212_66","2212 66","Plastikas ĶIRURGS",0
"hr_profession_2212_67","2212 67","Rokas ĶIRURGS",0
"hr_profession_2212_68","2212 68","Sirds ĶIRURGS",0
"hr_profession_2212_69","2212 69","Torakālais ĶIRURGS",0
"hr_profession_2212_70","2212 70","NARKOLOGS",0
"hr_profession_2212_71","2212 71","NEFROLOGS",0
"hr_profession_2212_72","2212 72","Bērnu NEFROLOGS",0
"hr_profession_2212_73","2212 73","NEIROĶIRURGS",0
"hr_profession_2212_74","2212 74","NEIROLOGS",0
"hr_profession_2212_75","2212 75","Bērnu NEIROLOGS",0
"hr_profession_2212_76","2212 76","NEONATOLOGS",0
"hr_profession_2212_77","2212 77","OFTALMOLOGS",0
"hr_profession_2212_78","2212 78","Onkoloģijas ĶIRURGS",0
"hr_profession_2212_79","2212 79","ONKOLOGS ĶĪMIJTERAPEITS",0
"hr_profession_2212_80","2212 80","ONKOLOGS",0
"hr_profession_2212_81","2212 81","ĀRSTS OSTEOPĀTS",0
"hr_profession_2212_82","2212 82","OTOLARINGOLOGS",0
"hr_profession_2212_83","2212 83","PEDIATRS",0
"hr_profession_2212_84","2212 84","PNEIMONOLOGS",0
"hr_profession_2212_85","2212 85","Bērnu PNEIMONOLOGS",0
"hr_profession_2212_86","2212 86","PSIHIATRS",0
"hr_profession_2212_87","2212 87","Bērnu PSIHIATRS",0
"hr_profession_2212_88","2212 88","RADIOLOGS",0
"hr_profession_2212_89","2212 89","RADIOLOGS TERAPEITS",0
"hr_profession_2212_90","2212 90","RADIOLOGS DIAGNOSTS",0
"hr_profession_2212_91","2212 91","REHABILITOLOGS",0
"hr_profession_2212_92","2212 92","REIMATOLOGS",0
"hr_profession_2212_93","2212 93","Bērnu REIMATOLOGS",0
"hr_profession_2212_94","2212 94","REZIDENTS (izņemot REZIDENTUS ģimenes (vispārējās prakses) ārsta specialitātē)",0
"hr_profession_2212_95","2212 95","SEKSOLOGS, SEKSOPATOLOGS",0
"hr_profession_2212_96","2212 96","PSIHOTERAPEITS",0
"hr_profession_2212_97","2212 97","Manuālais TERAPEITS",0
"hr_profession_2212_98","2212 98","OSTEOREFLEKSOTERAPEITS",0
"hr_profession_2212_99","2212 99","TRANSPLANTOLOGS",0
"hr_profession_2221_01","2221 01","Vecākā medicīnas MĀSA",0
"hr_profession_2221_02","2221 02","VirsMĀSA",0
"hr_profession_2221_03","2221 03","Ambulatorās aprūpes MĀSA",0
"hr_profession_2221_04","2221 04","Ambulatorās medicīnas MĀSA",0
"hr_profession_2221_05","2221 05","Anestēzijas, intensīvās un neatliekamās aprūpes MĀSA",0
"hr_profession_2221_06","2221 06","Bērnu aprūpes MĀSA",0
"hr_profession_2221_07","2221 07","Bērnu MĀSA",0
"hr_profession_2221_08","2221 08","Dermatoveneroloģijas MĀSA",0
"hr_profession_2221_09","2221 09","Diabēta aprūpes MĀSA",0
"hr_profession_2221_10","2221 10","Diabetoloģijas un endokrinoloģijas MĀSA",0
"hr_profession_2221_11","2221 11","Diētas MĀSA",0
"hr_profession_2221_12","2221 12","Endoskopijas MĀSA",0
"hr_profession_2221_13","2221 13","Fizikālās un rehabilitācijas medicīnas MĀSA",0
"hr_profession_2221_14","2221 14","Fizikālās terapijas MĀSA",0
"hr_profession_2221_15","2221 15","Ftiziopulmoloģijas MĀSA",0
"hr_profession_2221_16","2221 16","Funkcionālās diagnostikas MĀSA",0
"hr_profession_2221_17","2221 17","Garīgās veselības aprūpes MĀSA",0
"hr_profession_2221_18","2221 18","Ginekoloģijas MĀSA",0
"hr_profession_2221_19","2221 19","Hemodialīzes un nieru transplantācijas MĀSA",0
"hr_profession_2221_20","2221 20","Infektoloģijas MĀSA",0
"hr_profession_2221_21","2221 21","Internās aprūpes MĀSA",0
"hr_profession_2221_22","2221 22","Intensīvās terapijas un anestēzijas MĀSA",0
"hr_profession_2221_23","2221 23","Ķirurģiskās aprūpes MĀSA",0
"hr_profession_2221_24","2221 24","Ķirurģijas MĀSA",0
"hr_profession_2221_25","2221 25","Narkoloģijas MĀSA",0
"hr_profession_2221_26","2221 26","Neatliekamās palīdzības MĀSA",0
"hr_profession_2221_27","2221 27","Neiroķirurģijas MĀSA",0
"hr_profession_2221_28","2221 28","Neiroloģijas MĀSA",0
"hr_profession_2221_29","2221 29","Oftalmoloģijas MĀSA",0
"hr_profession_2221_30","2221 30","Onkoloģiskās aprūpes MĀSA",0
"hr_profession_2221_31","2221 31","Onkoloģijas MĀSA",0
"hr_profession_2221_32","2221 32","Operāciju MĀSA",0
"hr_profession_2221_33","2221 33","Peritoneālās dialīzes MĀSA",0
"hr_profession_2221_34","2221 34","Pirmsskolas iestāžu un skolu MĀSA",0
"hr_profession_2221_35","2221 35","Podiatrijas MĀSA",0
"hr_profession_2221_36","2221 36","Psihiatrijas MĀSA",0
"hr_profession_2221_37","2221 37","Rentgenoloģijas un radioloģijas MĀSA",0
"hr_profession_2221_38","2221 38","Sabiedrības veselības MĀSA",0
"hr_profession_2221_39","2221 39","Terapijas MĀSA",0
"hr_profession_2221_40","2221 40","Transfuzioloģijas MĀSA",0
"hr_profession_2221_41","2221 41","Traumatoloģijas un ortopēdijas MĀSA",0
"hr_profession_2221_42","2221 42","Zobārstniecības MĀSA",0
"hr_profession_2221_43","2221 43","Uroloģijas MĀSA",0
"hr_profession_2221_44","2221 44","Nieru aizstājterapijas un nefroloģiskās aprūpes MĀSA",0
"hr_profession_2221_45","2221 45","Neonatoloģijas MĀSA",0
"hr_profession_2222_01","2222 01","Vecākā VECMĀTE",0
"hr_profession_2222_02","2222 02","VECMĀTE",0
"hr_profession_2230_01","2230 01","Ajūrvēdas medicīnas SPECIĀLISTS",0
"hr_profession_2230_02","2230 02","ĀRSTS HOMEOPĀTS",0
"hr_profession_2230_03","2230 03","Akupunktūras ĀRSTS",0
"hr_profession_2230_04","2230 04","NEIROPĀTS",0
"hr_profession_2240_01","2240 01","ĀRSTA PALĪGS/ FELDŠERIS",0
"hr_profession_2240_02","2240 02","Ambulatorā dienesta ĀRSTA PALĪGS",0
"hr_profession_2240_03","2240 03","Militārais PARAMEDIĶIS",0
"hr_profession_2250_01","2250 01","VeterinārĀRSTS EPIDEMIOLOGS",0
"hr_profession_2250_02","2250 02","VeterinārĀRSTS ĶIRURGS",0
"hr_profession_2250_03","2250 03","VeterinārĀRSTS",0
"hr_profession_2261_01","2261 01","Zobu PROTĒZISTS",0
"hr_profession_2261_02","2261 02","ZOBĀRSTS",0
"hr_profession_2261_03","2261 03","ORTODONTS",0
"hr_profession_2261_04","2261 04","ENDODONTISTS",0
"hr_profession_2261_05","2261 05","Bērnu ZOBĀRSTS",0
"hr_profession_2261_06","2261 06","PERIODONTOLOGS",0
"hr_profession_2261_07","2261 07","Mutes, sejas un žokļu ĶIRURGS",0
"hr_profession_2262_01","2262 01","FARMACEITS",0
"hr_profession_2262_02","2262 02","Klīniskais FARMACEITS",0
"hr_profession_2262_03","2262 03","Rūpnieciskais FARMACEITS",0
"hr_profession_2263_01","2263 01","Darba aizsardzības vecākais SPECIĀLISTS",0
"hr_profession_2263_02","2263 02","Vides veselības ANALĪTIĶIS",0
